AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category
180,Unhealthy,1,0,45,0,0,0,180,3
171,Unhealthy,1,0,36,0,0,0,171,3
434,Hazardous,1,0,53,1,1,0,362,1
53,Moderate,1,0,18,0,14,0,53,2
50,Good,1,0,24,0,11,0,50,0
40,Good,1,0,26,0,3,0,40,0
55,Moderate,1,0,19,0,0,0,55,2
34,Good,1,0,18,0,1,0,34,0
172,Unhealthy,3,0,172,2,5,0,145,4
69,Moderate,1,0,22,0,6,0,69,2
38,Good,0,0,38,0,0,0,34,0
184,Unhealthy,1,0,39,0,1,0,184,3
74,Moderate,2,0,23,0,1,0,74,2
118,Unhealthy for Sensitive Groups,1,0,17,0,4,0,118,4
52,Moderate,1,0,52,1,1,0,36,0
500,Hazardous,1,0,73,1,1,0,500,1
30,Good,0,0,30,0,1,0,25,0
207,Very Unhealthy,4,0,207,4,3,0,150,3
35,Good,0,0,28,0,2,0,35,0
34,Good,0,0,28,0,2,0,34,0
73,Moderate,2,0,35,0,8,0,73,2
38,Good,1,0,38,0,0,0,20,0
70,Moderate,0,0,22,0,0,0,70,2
40,Good,1,0,40,0,1,0,24,0
500,Hazardous,1,0,43,0,0,0,443,1
28,Good,0,0,27,0,2,0,28,0
52,Moderate,1,0,27,0,12,0,52,2
70,Moderate,2,0,20,0,20,0,70,2
33,Good,0,0,33,0,0,0,5,0
59,Moderate,1,0,59,1,1,0,23,0
30,Good,0,0,30,0,1,0,24,0
169,Unhealthy,4,0,169,2,3,0,150,3
45,Good,1,0,45,0,0,0,16,0
44,Good,1,0,44,0,0,0,22,0
61,Moderate,1,0,27,0,11,0,61,2
58,Moderate,0,0,21,0,0,0,58,2
44,Good,1,0,44,0,0,0,32,0
18,Good,0,0,18,0,0,0,6,0
65,Moderate,0,0,22,0,0,0,65,2
20,Good,0,0,20,0,0,0,20,0
31,Good,0,0,31,0,0,0,30,0
138,Unhealthy for Sensitive Groups,3,0,138,3,2,0,112,4
39,Good,1,0,19,0,1,0,39,0
44,Good,0,0,17,0,0,0,44,0
74,Moderate,1,0,74,1,1,0,35,0
51,Moderate,0,0,23,0,0,0,51,2
125,Unhealthy for Sensitive Groups,5,0,16,0,2,0,125,4
95,Moderate,0,0,22,0,0,0,95,2
500,Hazardous,1,0,40,0,0,0,376,1
40,Good,1,0,30,0,8,0,40,0
108,Unhealthy for Sensitive Groups,0,0,23,0,0,0,108,4
72,Moderate,0,0,19,0,0,0,72,2
75,Moderate,1,0,37,0,1,0,75,2
20,Good,0,0,14,0,0,0,20,0
64,Moderate,1,0,41,0,0,0,64,2
37,Good,1,0,37,0,0,0,30,0
40,Good,0,0,21,0,1,0,40,0
35,Good,1,0,35,0,0,0,15,0
33,Good,1,0,17,0,8,0,33,0
59,Moderate,1,0,30,0,3,0,59,2
48,Good,1,0,48,0,0,0,35,0
104,Unhealthy for Sensitive Groups,0,0,22,0,0,0,104,4
30,Good,1,0,30,0,0,0,10,0
50,Good,1,0,23,0,4,0,50,0
32,Good,1,0,32,0,1,0,29,0
42,Good,1,0,32,0,0,0,42,0
46,Good,1,0,21,0,4,0,46,0
230,Very Unhealthy,5,0,130,3,9,0,230,5
39,Good,1,0,39,0,0,0,20,0
72,Moderate,1,0,28,0,2,0,72,2
59,Moderate,2,0,6,0,0,0,59,2
69,Moderate,0,0,26,0,0,0,69,2
78,Moderate,1,0,38,0,0,0,78,2
29,Good,1,0,28,0,0,0,29,0
34,Good,1,0,34,0,1,0,24,0
36,Good,1,0,26,0,2,0,36,0
30,Good,0,0,30,0,1,0,27,0
52,Moderate,1,0,36,0,1,0,52,2
74,Moderate,0,0,24,0,0,0,74,2
48,Good,1,0,33,0,1,0,48,0
54,Moderate,0,0,21,0,0,0,54,2
33,Good,1,0,33,0,0,0,9,0
61,Moderate,0,0,21,0,0,0,61,2
37,Good,1,0,8,0,3,0,37,0
60,Moderate,1,0,30,0,6,0,60,2
55,Moderate,2,0,5,0,4,0,55,2
58,Moderate,2,0,14,0,19,0,58,2
17,Good,1,0,17,0,0,0,12,0
34,Good,0,0,15,0,2,0,34,0
41,Good,0,0,28,0,2,0,41,0
31,Good,1,0,15,0,1,0,31,0
24,Good,1,0,8,0,0,0,24,0
78,Moderate,1,0,78,1,3,0,51,2
43,Good,1,0,43,0,0,0,30,0
390,Hazardous,1,0,54,1,1,0,335,1
150,Unhealthy,1,0,30,0,0,0,150,3
159,Unhealthy,6,0,16,0,5,0,159,3
31,Good,1,0,31,0,2,0,25,0
116,Unhealthy for Sensitive Groups,2,0,116,3,0,0,64,2
84,Moderate,2,0,10,0,1,0,84,2
16,Good,0,0,16,0,0,0,16,0
28,Good,0,0,14,0,1,0,28,0
59,Moderate,1,0,31,0,0,0,59,2
51,Moderate,1,0,34,0,1,0,51,2
36,Good,1,0,17,0,3,0,36,0
139,Unhealthy for Sensitive Groups,1,0,31,0,0,0,139,4
500,Hazardous,1,0,49,0,1,0,493,1
174,Unhealthy,1,0,59,1,1,0,174,3
156,Unhealthy,5,0,124,3,10,0,156,3
162,Unhealthy,10,0,79,1,25,0,162,3
95,Moderate,2,0,9,0,9,0,95,2
130,Unhealthy for Sensitive Groups,1,0,31,0,0,0,130,4
93,Moderate,2,0,51,1,2,0,93,2
43,Good,1,0,30,0,3,0,43,0
34,Good,1,0,23,0,3,0,34,0
171,Unhealthy,6,0,10,0,3,0,171,3
95,Moderate,2,0,79,1,0,0,95,2
32,Good,1,0,32,0,0,0,24,0
500,Hazardous,2,0,95,1,2,0,478,1
59,Moderate,1,0,32,0,0,0,59,2
24,Good,1,0,24,0,0,0,19,0
78,Moderate,1,0,36,0,1,0,78,2
59,Moderate,1,0,27,0,0,0,59,2
135,Unhealthy for Sensitive Groups,2,0,135,3,1,0,86,2
500,Hazardous,3,0,53,1,8,0,500,1
30,Good,1,0,30,0,2,0,14,0
201,Very Unhealthy,3,0,201,4,4,0,142,4
84,Moderate,1,0,40,0,1,0,84,2
23,Good,1,0,21,0,0,0,23,0
168,Unhealthy,3,0,168,2,2,0,146,4
144,Unhealthy for Sensitive Groups,1,0,36,0,0,0,144,4
38,Good,1,0,37,0,1,0,38,0
75,Moderate,1,0,75,1,1,0,34,0
54,Moderate,1,0,6,0,14,0,54,2
65,Moderate,1,0,27,0,2,0,65,2
39,Good,1,0,23,0,5,0,39,0
37,Good,1,0,31,0,5,0,37,0
36,Good,0,0,20,0,1,0,36,0
53,Moderate,1,0,31,0,6,0,53,2
112,Unhealthy for Sensitive Groups,1,0,29,0,2,0,112,4
130,Unhealthy for Sensitive Groups,0,0,31,0,0,0,130,4
40,Good,1,0,40,0,2,0,23,0
59,Moderate,1,0,37,0,6,0,59,2
29,Good,1,0,29,0,2,0,17,0
62,Moderate,2,0,17,0,0,0,62,2
79,Moderate,2,0,36,0,0,0,79,2
65,Moderate,2,0,23,0,1,0,65,2
19,Good,0,0,19,0,0,0,19,0
57,Moderate,1,0,57,1,1,0,53,2
44,Good,1,0,35,0,2,0,44,0
78,Moderate,1,0,31,0,0,0,78,2
56,Moderate,1,0,25,0,1,0,56,2
171,Unhealthy,2,0,20,0,3,0,171,3
121,Unhealthy for Sensitive Groups,4,0,7,0,8,0,121,4
14,Good,1,0,14,0,0,0,3,0
95,Moderate,1,0,23,0,10,0,95,2
52,Moderate,1,0,33,0,3,0,52,2
67,Moderate,1,0,36,0,2,0,67,2
34,Good,0,0,34,0,2,0,32,0
72,Moderate,1,0,42,0,1,0,72,2
47,Good,1,0,7,0,1,0,47,0
22,Good,0,0,19,0,0,0,22,0
41,Good,0,0,11,0,0,0,41,0
178,Unhealthy,4,0,178,2,2,0,170,3
159,Unhealthy,2,0,134,3,1,0,159,3
89,Moderate,2,0,33,0,5,0,89,2
155,Unhealthy,3,0,91,1,2,0,155,3
36,Good,1,0,36,0,0,0,28,0
70,Moderate,1,0,23,0,2,0,70,2
32,Good,1,0,32,0,2,0,32,0
62,Moderate,1,0,17,0,7,0,62,2
61,Moderate,1,0,39,0,1,0,61,2
142,Unhealthy for Sensitive Groups,3,0,48,0,2,0,142,4
40,Good,1,0,29,0,3,0,40,0
30,Good,1,0,19,0,4,0,30,0
73,Moderate,0,0,24,0,0,0,73,2
104,Unhealthy for Sensitive Groups,1,0,34,0,6,0,104,4
51,Moderate,1,0,23,0,4,0,51,2
59,Moderate,1,0,21,0,1,0,59,2
106,Unhealthy for Sensitive Groups,2,0,28,0,8,0,106,4
140,Unhealthy for Sensitive Groups,0,0,29,0,0,0,140,4
334,Hazardous,3,0,113,3,3,0,326,1
92,Moderate,2,0,34,0,1,0,92,2
118,Unhealthy for Sensitive Groups,2,0,27,0,2,0,118,4
54,Moderate,1,0,54,1,2,0,18,0
164,Unhealthy,3,0,164,2,1,0,138,4
195,Unhealthy,1,0,36,0,0,0,195,3
62,Moderate,2,0,34,0,1,0,62,2
52,Moderate,1,0,40,0,0,0,52,2
33,Good,0,0,33,0,0,0,32,0
54,Moderate,2,0,30,0,11,0,54,2
20,Good,1,0,18,0,9,0,20,0
31,Good,0,0,31,0,2,0,21,0
50,Good,1,0,22,0,7,0,50,0
53,Moderate,1,0,36,0,1,0,53,2
44,Good,1,0,44,0,1,0,16,0
37,Good,1,0,35,0,0,0,37,0
54,Moderate,1,0,30,0,3,0,54,2
197,Unhealthy,1,0,42,0,0,0,197,3
161,Unhealthy,1,0,32,0,1,0,161,3
157,Unhealthy,1,0,36,0,0,0,157,3
158,Unhealthy,1,0,38,0,0,0,158,3
81,Moderate,0,0,23,0,0,0,81,2
54,Moderate,1,0,21,0,0,0,54,2
58,Moderate,2,0,17,0,15,0,58,2
163,Unhealthy,0,0,25,0,0,0,163,3
151,Unhealthy,1,0,33,0,0,0,151,3
409,Hazardous,1,0,44,0,0,0,356,1
71,Moderate,1,0,40,0,1,0,71,2
40,Good,1,0,7,0,6,0,40,0
186,Unhealthy,2,0,108,3,1,0,186,3
101,Unhealthy for Sensitive Groups,1,0,62,1,0,0,101,4
191,Unhealthy,7,0,9,0,18,0,191,3
160,Unhealthy,1,0,45,0,0,0,160,3
38,Good,1,0,38,0,0,0,15,0
89,Moderate,1,0,39,0,0,0,89,2
56,Moderate,1,0,13,0,0,0,56,2
51,Moderate,1,0,35,0,2,0,51,2
74,Moderate,1,0,8,0,13,0,74,2
48,Good,1,0,48,0,3,0,36,0
12,Good,0,0,12,0,0,0,11,0
42,Good,1,0,28,0,10,0,42,0
185,Unhealthy,1,0,55,1,0,0,185,3
27,Good,1,0,27,0,4,0,19,0
15,Good,0,0,15,0,0,0,10,0
82,Moderate,1,0,42,0,2,0,82,2
33,Good,1,0,33,0,2,0,24,0
67,Moderate,2,0,10,0,8,0,67,2
40,Good,1,0,14,0,0,0,40,0
33,Good,0,0,33,0,1,0,32,0
90,Moderate,4,0,20,0,0,0,90,2
43,Good,2,0,21,0,0,0,43,0
44,Good,1,0,24,0,4,0,44,0
35,Good,1,0,15,0,1,0,35,0
500,Hazardous,1,0,42,0,0,0,435,1
170,Unhealthy,0,0,33,0,0,0,170,3
55,Moderate,1,0,29,0,0,0,55,2
47,Good,1,0,36,0,0,0,47,0
25,Good,0,0,15,0,0,0,25,0
150,Unhealthy,0,0,27,0,0,0,150,3
65,Moderate,1,0,22,0,1,0,65,2
168,Unhealthy,1,0,42,0,0,0,168,3
75,Moderate,3,0,15,0,1,0,75,2
37,Good,1,0,37,0,0,0,13,0
151,Unhealthy,1,0,41,0,0,0,151,3
50,Good,0,0,21,0,0,0,50,0
112,Unhealthy for Sensitive Groups,1,0,27,0,3,0,112,4
49,Good,0,0,23,0,0,0,49,0
34,Good,1,0,17,0,3,0,34,0
49,Good,1,0,30,0,5,0,49,0
109,Unhealthy for Sensitive Groups,3,0,5,0,9,0,109,4
53,Moderate,1,0,26,0,7,0,53,2
72,Moderate,1,0,7,0,14,0,72,2
48,Good,1,0,15,0,0,0,48,0
190,Unhealthy,4,0,190,2,1,0,164,3
54,Moderate,0,0,27,0,0,0,54,2
167,Unhealthy,3,0,123,3,1,0,167,3
43,Good,1,0,25,0,4,0,43,0
41,Good,1,0,26,0,4,0,41,0
40,Good,1,0,40,0,2,0,20,0
61,Moderate,1,0,8,0,4,0,61,2
35,Good,1,0,35,0,3,0,17,0
60,Moderate,1,0,20,0,6,0,60,2
62,Moderate,1,0,26,0,1,0,62,2
28,Good,0,0,28,0,2,0,20,0
42,Good,1,0,28,0,4,0,42,0
67,Moderate,1,0,36,0,3,0,67,2
30,Good,1,0,30,0,3,0,22,0
50,Good,1,0,14,0,3,0,50,0
52,Moderate,1,0,36,0,1,0,52,2
58,Moderate,1,0,28,0,2,0,58,2
58,Moderate,1,0,14,0,10,0,58,2
33,Good,0,0,19,0,0,0,33,0
175,Unhealthy,2,0,145,3,1,0,175,3
138,Unhealthy for Sensitive Groups,4,0,25,0,4,0,138,4
162,Unhealthy,1,0,38,0,0,0,162,3
36,Good,1,0,36,0,0,0,33,0
44,Good,0,0,23,0,0,0,44,0
105,Unhealthy for Sensitive Groups,2,0,59,1,1,0,105,4
213,Very Unhealthy,1,0,43,0,0,0,213,5
169,Unhealthy,1,0,36,0,0,0,169,3
265,Very Unhealthy,2,0,91,1,1,0,265,5
49,Good,1,0,31,0,6,0,49,0
68,Moderate,1,0,24,0,0,0,68,2
69,Moderate,1,0,39,0,0,0,69,2
54,Moderate,1,0,29,0,1,0,54,2
23,Good,1,0,23,0,6,0,18,0
63,Moderate,1,0,24,0,3,0,63,2
31,Good,1,0,31,0,1,0,21,0
34,Good,0,0,33,0,0,0,34,0
34,Good,0,0,34,0,1,0,31,0
46,Good,1,0,2,0,0,0,46,0
32,Good,0,0,11,0,2,0,32,0
58,Moderate,1,0,48,0,1,0,58,2
176,Unhealthy,4,0,176,2,5,0,129,4
36,Good,0,0,16,0,0,0,36,0
49,Good,1,0,25,0,11,0,49,0
59,Moderate,2,0,16,0,4,0,59,2
180,Unhealthy,2,0,151,2,1,0,180,3
27,Good,0,0,27,0,0,0,13,0
194,Unhealthy,3,0,176,2,2,0,194,3
74,Moderate,2,0,17,0,1,0,74,2
35,Good,1,0,35,0,1,0,13,0
29,Good,1,0,29,0,2,0,20,0
54,Moderate,0,0,25,0,0,0,54,2
58,Moderate,2,0,18,0,21,0,58,2
89,Moderate,1,0,25,0,1,0,89,2
42,Good,0,0,35,0,1,0,42,0
36,Good,1,0,25,0,7,0,36,0
91,Moderate,0,0,25,0,0,0,91,2
30,Good,0,0,27,0,0,0,30,0
206,Very Unhealthy,7,0,206,4,9,0,167,3
67,Moderate,1,0,38,0,2,0,67,2
51,Moderate,1,0,22,0,5,0,51,2
162,Unhealthy,1,0,37,0,0,0,162,3
187,Unhealthy,2,0,106,3,1,0,187,3
157,Unhealthy,3,0,157,2,1,0,126,4
163,Unhealthy,1,0,71,1,1,0,163,3
87,Moderate,1,0,36,0,0,0,87,2
32,Good,0,0,16,0,0,0,32,0
55,Moderate,1,0,38,0,2,0,55,2
85,Moderate,0,0,25,0,0,0,85,2
45,Good,1,0,22,0,5,0,45,0
55,Moderate,1,0,40,0,1,0,55,2
114,Unhealthy for Sensitive Groups,3,0,8,0,37,0,114,4
50,Good,1,0,31,0,1,0,50,0
13,Good,0,0,13,0,1,0,12,0
88,Moderate,3,0,7,0,8,0,88,2
33,Good,1,0,33,0,2,0,30,0
38,Good,0,0,38,0,1,0,19,0
33,Good,1,0,33,0,2,0,23,0
47,Good,1,0,21,0,2,0,47,0
500,Hazardous,1,0,45,0,0,0,364,1
33,Good,1,0,33,0,2,0,29,0
40,Good,1,0,22,0,4,0,40,0
195,Unhealthy,3,0,5,0,15,0,195,3
99,Moderate,4,0,99,1,5,0,97,2
183,Unhealthy,4,0,183,2,2,0,115,4
66,Moderate,1,0,22,0,0,0,66,2
15,Good,0,0,15,0,0,0,15,0
52,Moderate,1,0,28,0,1,0,52,2
70,Moderate,1,0,23,0,2,0,70,2
38,Good,1,0,27,0,4,0,38,0
32,Good,1,0,14,0,0,0,32,0
72,Moderate,3,0,0,0,10,0,72,2
500,Hazardous,1,0,45,0,0,0,386,1
29,Good,0,0,28,0,1,0,29,0
67,Moderate,1,0,36,0,0,0,67,2
57,Moderate,1,0,25,0,1,0,57,2
31,Good,1,0,11,0,0,0,31,0
60,Moderate,1,0,37,0,0,0,60,2
54,Moderate,1,0,22,0,0,0,54,2
49,Good,1,0,49,0,0,0,36,0
148,Unhealthy for Sensitive Groups,1,0,32,0,0,0,148,4
32,Good,1,0,32,0,1,0,15,0
17,Good,0,0,16,0,0,0,17,0
33,Good,1,0,33,0,0,0,10,0
44,Good,1,0,44,0,4,0,31,0
61,Moderate,1,0,24,0,10,0,61,2
25,Good,1,0,25,0,0,0,19,0
39,Good,1,0,27,0,5,0,39,0
52,Moderate,0,0,34,0,1,0,52,2
57,Moderate,0,0,24,0,0,0,57,2
191,Unhealthy,2,0,163,2,1,0,191,3
28,Good,1,0,28,0,2,0,25,0
85,Moderate,2,0,40,0,1,0,85,2
31,Good,1,0,31,0,0,0,31,0
58,Moderate,1,0,28,0,0,0,58,2
38,Good,1,0,23,0,3,0,38,0
33,Good,0,0,33,0,0,0,21,0
38,Good,1,0,23,0,3,0,38,0
52,Moderate,1,0,6,0,5,0,52,2
48,Good,1,0,48,0,2,0,34,0
79,Moderate,2,0,27,0,0,0,79,2
40,Good,0,0,29,0,1,0,40,0
36,Good,1,0,36,0,0,0,24,0
39,Good,1,0,39,0,4,0,38,0
151,Unhealthy,1,0,61,1,0,0,151,3
70,Moderate,1,0,38,0,0,0,70,2
102,Unhealthy for Sensitive Groups,0,0,43,0,0,0,102,4
34,Good,1,0,25,0,0,0,34,0
110,Unhealthy for Sensitive Groups,2,0,71,1,3,0,110,4
111,Unhealthy for Sensitive Groups,2,0,42,0,8,0,111,4
77,Moderate,2,0,10,0,27,0,77,2
66,Moderate,1,0,25,0,0,0,66,2
52,Moderate,1,0,6,0,1,0,52,2
55,Moderate,1,0,12,0,0,0,55,2
44,Good,1,0,33,0,3,0,44,0
66,Moderate,1,0,32,0,1,0,66,2
55,Moderate,0,0,26,0,0,0,55,2
110,Unhealthy for Sensitive Groups,2,0,110,3,1,0,59,2
467,Hazardous,1,0,102,3,1,0,400,1
37,Good,1,0,37,0,1,0,30,0
157,Unhealthy,2,0,84,1,2,0,157,3
39,Good,0,0,31,0,1,0,39,0
179,Unhealthy,3,0,102,3,4,0,179,3
51,Moderate,1,0,27,0,2,0,51,2
52,Moderate,1,0,27,0,2,0,52,2
36,Good,0,0,27,0,3,0,36,0
50,Good,0,0,29,0,1,0,50,0
51,Moderate,1,0,28,0,9,0,51,2
79,Moderate,3,0,5,0,9,0,79,2
48,Good,1,0,18,0,5,0,48,0
57,Moderate,1,0,30,0,6,0,57,2
99,Moderate,3,0,11,0,11,0,99,2
32,Good,0,0,32,0,0,0,21,0
24,Good,1,0,24,0,2,0,17,0
32,Good,1,0,32,0,2,0,26,0
51,Moderate,1,0,7,0,4,0,51,2
72,Moderate,1,0,26,0,0,0,72,2
29,Good,1,0,29,0,2,0,23,0
172,Unhealthy,2,0,172,2,4,0,150,3
81,Moderate,1,0,34,0,0,0,81,2
32,Good,0,0,32,0,1,0,22,0
74,Moderate,0,0,40,0,0,0,74,2
130,Unhealthy for Sensitive Groups,1,0,30,0,0,0,130,4
55,Moderate,2,0,1,0,3,0,55,2
38,Good,1,0,28,0,4,0,38,0
31,Good,1,0,31,0,2,0,25,0
56,Moderate,2,0,1,0,5,0,56,2
40,Good,1,0,40,0,1,0,30,0
45,Good,1,0,32,0,8,0,45,0
301,Hazardous,1,0,82,1,1,0,301,1
59,Moderate,2,0,41,0,5,0,59,2
78,Moderate,0,0,37,0,0,0,78,2
28,Good,1,0,27,0,2,0,28,0
44,Good,1,0,44,0,0,0,33,0
13,Good,1,0,2,0,0,0,13,0
51,Moderate,1,0,12,0,4,0,51,2
30,Good,0,0,30,0,2,0,26,0
49,Good,1,0,49,0,0,0,47,0
46,Good,1,0,19,0,4,0,46,0
217,Very Unhealthy,3,0,103,3,1,0,217,5
38,Good,1,0,38,0,1,0,36,0
32,Good,0,0,13,0,0,0,32,0
64,Moderate,2,0,5,0,15,0,64,2
58,Moderate,1,0,24,0,4,0,58,2
157,Unhealthy,4,0,17,0,2,0,157,3
84,Moderate,1,0,9,0,15,0,84,2
78,Moderate,2,0,9,0,28,0,78,2
31,Good,1,0,31,0,0,0,28,0
40,Good,1,0,28,0,4,0,40,0
38,Good,0,0,38,0,1,0,19,0
51,Moderate,1,0,21,0,5,0,51,2
43,Good,1,0,17,0,4,0,43,0
37,Good,0,0,28,0,1,0,37,0
72,Moderate,1,0,34,0,3,0,72,2
66,Moderate,2,0,12,0,15,0,66,2
75,Moderate,2,0,5,0,14,0,75,2
39,Good,0,0,39,0,0,0,19,0
44,Good,1,0,8,0,3,0,44,0
57,Moderate,1,0,6,0,2,0,57,2
59,Moderate,2,0,1,0,6,0,59,2
32,Good,1,0,25,0,1,0,32,0
85,Moderate,1,0,27,0,6,0,85,2
150,Unhealthy,1,0,24,0,2,0,150,3
99,Moderate,3,0,41,0,6,0,99,2
34,Good,1,0,34,0,2,0,27,0
37,Good,1,0,37,0,1,0,24,0
144,Unhealthy for Sensitive Groups,3,0,4,0,12,0,144,4
64,Moderate,1,0,29,0,4,0,64,2
58,Moderate,1,0,27,0,1,0,58,2
31,Good,1,0,25,0,3,0,31,0
129,Unhealthy for Sensitive Groups,3,0,129,3,3,0,78,2
72,Moderate,2,0,17,0,7,0,72,2
62,Moderate,1,0,56,1,4,0,62,2
70,Moderate,2,0,28,0,2,0,70,2
159,Unhealthy,3,0,159,2,2,0,94,2
95,Moderate,3,0,8,0,11,0,95,2
34,Good,1,0,33,0,2,0,34,0
68,Moderate,2,0,29,0,2,0,68,2
124,Unhealthy for Sensitive Groups,4,0,44,0,7,0,124,4
36,Good,1,0,23,0,1,0,36,0
70,Moderate,1,0,63,1,1,0,70,2
32,Good,1,0,32,0,2,0,24,0
33,Good,1,0,33,0,1,0,33,0
39,Good,1,0,29,0,4,0,39,0
61,Moderate,1,0,40,0,0,0,61,2
54,Moderate,1,0,47,0,0,0,54,2
174,Unhealthy,1,0,46,0,0,0,174,3
40,Good,1,0,40,0,2,0,33,0
89,Moderate,2,0,36,0,1,0,89,2
83,Moderate,1,0,11,0,12,0,83,2
38,Good,0,0,38,0,0,0,20,0
37,Good,1,0,37,0,1,0,24,0
34,Good,1,0,28,0,4,0,34,0
417,Hazardous,1,0,49,0,1,0,323,1
38,Good,1,0,32,0,1,0,38,0
53,Moderate,1,0,45,0,1,0,53,2
48,Good,1,0,48,0,1,0,33,0
64,Moderate,1,0,44,0,0,0,64,2
31,Good,1,0,31,0,1,0,26,0
32,Good,0,0,32,0,1,0,26,0
174,Unhealthy,9,0,38,0,23,0,174,3
35,Good,1,0,33,0,2,0,35,0
93,Moderate,2,0,6,0,17,0,93,2
25,Good,1,0,7,0,1,0,25,0
29,Good,0,0,29,0,1,0,17,0
56,Moderate,1,0,20,0,7,0,56,2
38,Good,1,0,38,0,0,0,14,0
31,Good,1,0,18,0,0,0,31,0
500,Hazardous,1,0,55,1,1,0,500,1
69,Moderate,1,0,15,0,0,0,69,2
36,Good,1,0,5,0,3,0,36,0
45,Good,1,0,45,0,1,0,25,0
47,Good,1,0,30,0,8,0,47,0
61,Moderate,1,0,27,0,2,0,61,2
46,Good,1,0,26,0,4,0,46,0
43,Good,1,0,31,0,0,0,43,0
26,Good,0,0,16,0,0,0,26,0
59,Moderate,1,0,13,0,6,0,59,2
44,Good,1,0,21,0,8,0,44,0
72,Moderate,2,0,16,0,10,0,72,2
32,Good,1,0,17,0,0,0,32,0
46,Good,1,0,23,0,4,0,46,0
35,Good,1,0,35,0,1,0,29,0
46,Good,1,0,32,0,0,0,46,0
64,Moderate,2,0,9,0,7,0,64,2
125,Unhealthy for Sensitive Groups,4,0,4,0,36,0,125,4
24,Good,0,0,13,0,0,0,24,0
50,Good,1,0,22,0,5,0,50,0
50,Good,1,0,19,0,5,0,50,0
452,Hazardous,1,0,72,1,1,0,333,1
48,Good,2,0,21,0,0,0,48,0
62,Moderate,1,0,47,0,0,0,62,2
30,Good,0,0,16,0,0,0,30,0
67,Moderate,4,0,20,0,1,0,67,2
42,Good,1,0,14,0,2,0,42,0
54,Moderate,1,0,19,0,6,0,54,2
52,Moderate,1,0,28,0,1,0,52,2
209,Very Unhealthy,1,0,44,0,0,0,209,5
500,Hazardous,0,0,35,0,0,0,426,1
152,Unhealthy,1,0,41,0,0,0,152,3
153,Unhealthy,0,0,38,0,0,0,153,3
51,Moderate,1,0,51,1,1,0,44,0
108,Unhealthy for Sensitive Groups,2,0,47,0,1,0,108,4
64,Moderate,1,0,23,0,2,0,64,2
142,Unhealthy for Sensitive Groups,1,0,38,0,0,0,142,4
356,Hazardous,2,0,100,3,1,0,354,1
78,Moderate,2,0,43,0,6,0,78,2
39,Good,1,0,39,0,0,0,18,0
73,Moderate,2,0,40,0,10,0,73,2
34,Good,1,0,34,0,2,0,28,0
53,Moderate,1,0,53,1,1,0,23,0
34,Good,1,0,25,0,5,0,34,0
57,Moderate,1,0,45,0,4,0,57,2
39,Good,1,0,20,0,4,0,39,0
47,Good,0,0,27,0,3,0,47,0
60,Moderate,1,0,29,0,1,0,60,2
64,Moderate,3,0,14,0,1,0,64,2
33,Good,0,0,15,0,0,0,33,0
32,Good,1,0,32,0,0,0,9,0
39,Good,1,0,37,0,0,0,39,0
32,Good,0,0,32,0,1,0,18,0
51,Moderate,0,0,31,0,0,0,51,2
112,Unhealthy for Sensitive Groups,1,0,47,0,0,0,112,4
55,Moderate,1,0,55,1,0,0,42,0
37,Good,0,0,26,0,0,0,37,0
43,Good,1,0,33,0,0,0,43,0
291,Very Unhealthy,1,0,41,0,0,0,291,5
52,Moderate,1,0,48,0,3,0,52,2
61,Moderate,2,0,37,0,4,0,61,2
192,Unhealthy,1,0,33,0,0,0,192,3
151,Unhealthy,3,0,151,2,2,0,97,2
58,Moderate,1,0,47,0,3,0,58,2
48,Good,1,0,9,0,4,0,48,0
42,Good,1,0,39,0,4,0,42,0
29,Good,1,0,6,0,1,0,29,0
41,Good,0,0,26,0,1,0,41,0
28,Good,1,0,28,0,0,0,12,0
43,Good,1,0,14,0,1,0,43,0
32,Good,1,0,32,0,1,0,29,0
52,Moderate,1,0,35,0,4,0,52,2
71,Moderate,1,0,16,0,0,0,71,2
17,Good,0,0,17,0,0,0,3,0
37,Good,1,0,22,0,1,0,37,0
101,Unhealthy for Sensitive Groups,2,0,90,1,1,0,101,4
55,Moderate,1,0,27,0,4,0,55,2
54,Moderate,1,0,36,0,3,0,54,2
88,Moderate,3,0,0,0,7,0,88,2
24,Good,0,0,16,0,1,0,24,0
76,Moderate,1,0,39,0,1,0,76,2
151,Unhealthy,4,0,146,3,1,0,151,3
61,Moderate,0,0,26,0,0,0,61,2
65,Moderate,1,0,28,0,4,0,65,2
35,Good,1,0,35,0,0,0,16,0
37,Good,1,0,37,0,0,0,16,0
43,Good,2,0,23,0,5,0,43,0
48,Good,1,0,12,0,13,0,48,0
71,Moderate,1,0,24,0,4,0,71,2
63,Moderate,1,0,23,0,7,0,63,2
27,Good,0,0,27,0,0,0,10,0
64,Moderate,1,0,39,0,1,0,64,2
28,Good,1,0,24,0,3,0,28,0
37,Good,1,0,30,0,3,0,37,0
53,Moderate,2,0,23,0,6,0,53,2
59,Moderate,1,0,17,0,0,0,59,2
53,Moderate,1,0,27,0,0,0,53,2
74,Moderate,2,0,47,0,0,0,74,2
50,Good,1,0,27,0,5,0,50,0
97,Moderate,2,0,70,1,1,0,97,2
